scenario_id,title,description,category,priority
access-admin-mfa,"Administrator locked out (service desk, email)",The only production administrator cannot pass multi factor authentication. Reported through email for the regional service desk.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (web portal, phone)",The only production administrator cannot pass multi factor authentication. Reported through telephone for the customer web portal.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (mobile app, phone)",The only production administrator cannot pass multi factor authentication. Reported through telephone for the mobile application.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (partner integration, phone)",The only production administrator cannot pass multi factor authentication. Reported through telephone for the partner integration.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (operations console, phone)",The only production administrator cannot pass multi factor authentication. Reported through telephone for the internal operations console.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (service desk, phone)",The only production administrator cannot pass multi factor authentication. Reported through telephone for the regional service desk.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (web portal, chat)",The only production administrator cannot pass multi factor authentication. Reported through live chat for the customer web portal.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (mobile app, chat)",The only production administrator cannot pass multi factor authentication. Reported through live chat for the mobile application.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (partner integration, chat)",The only production administrator cannot pass multi factor authentication. Reported through live chat for the partner integration.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (operations console, chat)",The only production administrator cannot pass multi factor authentication. Reported through live chat for the internal operations console.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (service desk, chat)",The only production administrator cannot pass multi factor authentication. Reported through live chat for the regional service desk.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (web portal, monitoring)",The only production administrator cannot pass multi factor authentication. Reported through monitoring alert for the customer web portal.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (mobile app, monitoring)",The only production administrator cannot pass multi factor authentication. Reported through monitoring alert for the mobile application.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (partner integration, monitoring)",The only production administrator cannot pass multi factor authentication. Reported through monitoring alert for the partner integration.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (operations console, monitoring)",The only production administrator cannot pass multi factor authentication. Reported through monitoring alert for the internal operations console.,ACCESS,HIGH
access-admin-mfa,"Administrator locked out (service desk, monitoring)",The only production administrator cannot pass multi factor authentication. Reported through monitoring alert for the regional service desk.,ACCESS,HIGH
access-vpn-permission,"VPN permission missing (web portal, portal)",My account connects to VPN but has no permission to reach internal systems. Reported through support portal for the customer web portal.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (mobile app, portal)",My account connects to VPN but has no permission to reach internal systems. Reported through support portal for the mobile application.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (partner integration, portal)",My account connects to VPN but has no permission to reach internal systems. Reported through support portal for the partner integration.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (operations console, portal)",My account connects to VPN but has no permission to reach internal systems. Reported through support portal for the internal operations console.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (service desk, portal)",My account connects to VPN but has no permission to reach internal systems. Reported through support portal for the regional service desk.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (web portal, email)",My account connects to VPN but has no permission to reach internal systems. Reported through email for the customer web portal.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (mobile app, email)",My account connects to VPN but has no permission to reach internal systems. Reported through email for the mobile application.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (partner integration, email)",My account connects to VPN but has no permission to reach internal systems. Reported through email for the partner integration.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (operations console, email)",My account connects to VPN but has no permission to reach internal systems. Reported through email for the internal operations console.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (service desk, email)",My account connects to VPN but has no permission to reach internal systems. Reported through email for the regional service desk.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (web portal, phone)",My account connects to VPN but has no permission to reach internal systems. Reported through telephone for the customer web portal.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (mobile app, phone)",My account connects to VPN but has no permission to reach internal systems. Reported through telephone for the mobile application.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (partner integration, phone)",My account connects to VPN but has no permission to reach internal systems. Reported through telephone for the partner integration.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (operations console, phone)",My account connects to VPN but has no permission to reach internal systems. Reported through telephone for the internal operations console.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (service desk, phone)",My account connects to VPN but has no permission to reach internal systems. Reported through telephone for the regional service desk.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (web portal, chat)",My account connects to VPN but has no permission to reach internal systems. Reported through live chat for the customer web portal.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (mobile app, chat)",My account connects to VPN but has no permission to reach internal systems. Reported through live chat for the mobile application.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (partner integration, chat)",My account connects to VPN but has no permission to reach internal systems. Reported through live chat for the partner integration.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (operations console, chat)",My account connects to VPN but has no permission to reach internal systems. Reported through live chat for the internal operations console.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (service desk, chat)",My account connects to VPN but has no permission to reach internal systems. Reported through live chat for the regional service desk.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (web portal, monitoring)",My account connects to VPN but has no permission to reach internal systems. Reported through monitoring alert for the customer web portal.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (mobile app, monitoring)",My account connects to VPN but has no permission to reach internal systems. Reported through monitoring alert for the mobile application.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (partner integration, monitoring)",My account connects to VPN but has no permission to reach internal systems. Reported through monitoring alert for the partner integration.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (operations console, monitoring)",My account connects to VPN but has no permission to reach internal systems. Reported through monitoring alert for the internal operations console.,ACCESS,MEDIUM
access-vpn-permission,"VPN permission missing (service desk, monitoring)",My account connects to VPN but has no permission to reach internal systems. Reported through monitoring alert for the regional service desk.,ACCESS,MEDIUM
access-token-reset,"Reset authentication token (web portal, portal)",The mobile authenticator was replaced and the old token must be reset. Reported through support portal for the customer web portal.,ACCESS,LOW
access-token-reset,"Reset authentication token (mobile app, portal)",The mobile authenticator was replaced and the old token must be reset. Reported through support portal for the mobile application.,ACCESS,LOW
access-token-reset,"Reset authentication token (partner integration, portal)",The mobile authenticator was replaced and the old token must be reset. Reported through support portal for the partner integration.,ACCESS,LOW
access-token-reset,"Reset authentication token (operations console, portal)",The mobile authenticator was replaced and the old token must be reset. Reported through support portal for the internal operations console.,ACCESS,LOW
access-token-reset,"Reset authentication token (service desk, portal)",The mobile authenticator was replaced and the old token must be reset. Reported through support portal for the regional service desk.,ACCESS,LOW
access-token-reset,"Reset authentication token (web portal, email)",The mobile authenticator was replaced and the old token must be reset. Reported through email for the customer web portal.,ACCESS,LOW
access-token-reset,"Reset authentication token (mobile app, email)",The mobile authenticator was replaced and the old token must be reset. Reported through email for the mobile application.,ACCESS,LOW
access-token-reset,"Reset authentication token (partner integration, email)",The mobile authenticator was replaced and the old token must be reset. Reported through email for the partner integration.,ACCESS,LOW
access-token-reset,"Reset authentication token (operations console, email)",The mobile authenticator was replaced and the old token must be reset. Reported through email for the internal operations console.,ACCESS,LOW
access-token-reset,"Reset authentication token (service desk, email)",The mobile authenticator was replaced and the old token must be reset. Reported through email for the regional service desk.,ACCESS,LOW
access-token-reset,"Reset authentication token (web portal, phone)",The mobile authenticator was replaced and the old token must be reset. Reported through telephone for the customer web portal.,ACCESS,LOW
access-token-reset,"Reset authentication token (mobile app, phone)",The mobile authenticator was replaced and the old token must be reset. Reported through telephone for the mobile application.,ACCESS,LOW
access-token-reset,"Reset authentication token (partner integration, phone)",The mobile authenticator was replaced and the old token must be reset. Reported through telephone for the partner integration.,ACCESS,LOW
access-token-reset,"Reset authentication token (operations console, phone)",The mobile authenticator was replaced and the old token must be reset. Reported through telephone for the internal operations console.,ACCESS,LOW
access-token-reset,"Reset authentication token (service desk, phone)",The mobile authenticator was replaced and the old token must be reset. Reported through telephone for the regional service desk.,ACCESS,LOW
access-token-reset,"Reset authentication token (web portal, chat)",The mobile authenticator was replaced and the old token must be reset. Reported through live chat for the customer web portal.,ACCESS,LOW
access-token-reset,"Reset authentication token (mobile app, chat)",The mobile authenticator was replaced and the old token must be reset. Reported through live chat for the mobile application.,ACCESS,LOW
access-token-reset,"Reset authentication token (partner integration, chat)",The mobile authenticator was replaced and the old token must be reset. Reported through live chat for the partner integration.,ACCESS,LOW
access-token-reset,"Reset authentication token (operations console, chat)",The mobile authenticator was replaced and the old token must be reset. Reported through live chat for the internal operations console.,ACCESS,LOW
access-token-reset,"Reset authentication token (service desk, chat)",The mobile authenticator was replaced and the old token must be reset. Reported through live chat for the regional service desk.,ACCESS,LOW
access-token-reset,"Reset authentication token (web portal, monitoring)",The mobile authenticator was replaced and the old token must be reset. Reported through monitoring alert for the customer web portal.,ACCESS,LOW
access-token-reset,"Reset authentication token (mobile app, monitoring)",The mobile authenticator was replaced and the old token must be reset. Reported through monitoring alert for the mobile application.,ACCESS,LOW
access-token-reset,"Reset authentication token (partner integration, monitoring)",The mobile authenticator was replaced and the old token must be reset. Reported through monitoring alert for the partner integration.,ACCESS,LOW
access-token-reset,"Reset authentication token (operations console, monitoring)",The mobile authenticator was replaced and the old token must be reset. Reported through monitoring alert for the internal operations console.,ACCESS,LOW
access-token-reset,"Reset authentication token (service desk, monitoring)",The mobile authenticator was replaced and the old token must be reset. Reported through monitoring alert for the regional service desk.,ACCESS,LOW
access-finance-outage,"Finance team access lost (web portal, portal)",All finance users suddenly receive access denied for the reporting portal. Reported through support portal for the customer web portal.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (mobile app, portal)",All finance users suddenly receive access denied for the reporting portal. Reported through support portal for the mobile application.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (partner integration, portal)",All finance users suddenly receive access denied for the reporting portal. Reported through support portal for the partner integration.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (operations console, portal)",All finance users suddenly receive access denied for the reporting portal. Reported through support portal for the internal operations console.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (service desk, portal)",All finance users suddenly receive access denied for the reporting portal. Reported through support portal for the regional service desk.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (web portal, email)",All finance users suddenly receive access denied for the reporting portal. Reported through email for the customer web portal.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (mobile app, email)",All finance users suddenly receive access denied for the reporting portal. Reported through email for the mobile application.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (partner integration, email)",All finance users suddenly receive access denied for the reporting portal. Reported through email for the partner integration.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (operations console, email)",All finance users suddenly receive access denied for the reporting portal. Reported through email for the internal operations console.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (service desk, email)",All finance users suddenly receive access denied for the reporting portal. Reported through email for the regional service desk.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (web portal, phone)",All finance users suddenly receive access denied for the reporting portal. Reported through telephone for the customer web portal.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (mobile app, phone)",All finance users suddenly receive access denied for the reporting portal. Reported through telephone for the mobile application.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (partner integration, phone)",All finance users suddenly receive access denied for the reporting portal. Reported through telephone for the partner integration.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (operations console, phone)",All finance users suddenly receive access denied for the reporting portal. Reported through telephone for the internal operations console.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (service desk, phone)",All finance users suddenly receive access denied for the reporting portal. Reported through telephone for the regional service desk.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (web portal, chat)",All finance users suddenly receive access denied for the reporting portal. Reported through live chat for the customer web portal.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (mobile app, chat)",All finance users suddenly receive access denied for the reporting portal. Reported through live chat for the mobile application.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (partner integration, chat)",All finance users suddenly receive access denied for the reporting portal. Reported through live chat for the partner integration.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (operations console, chat)",All finance users suddenly receive access denied for the reporting portal. Reported through live chat for the internal operations console.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (service desk, chat)",All finance users suddenly receive access denied for the reporting portal. Reported through live chat for the regional service desk.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (web portal, monitoring)",All finance users suddenly receive access denied for the reporting portal. Reported through monitoring alert for the customer web portal.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (mobile app, monitoring)",All finance users suddenly receive access denied for the reporting portal. Reported through monitoring alert for the mobile application.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (partner integration, monitoring)",All finance users suddenly receive access denied for the reporting portal. Reported through monitoring alert for the partner integration.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (operations console, monitoring)",All finance users suddenly receive access denied for the reporting portal. Reported through monitoring alert for the internal operations console.,ACCESS,HIGH
access-finance-outage,"Finance team access lost (service desk, monitoring)",All finance users suddenly receive access denied for the reporting portal. Reported through monitoring alert for the regional service desk.,ACCESS,HIGH
access-role-request,"Role request (web portal, portal)",Please add read only inventory permissions to my existing user account. Reported through support portal for the customer web portal.,ACCESS,LOW
access-role-request,"Role request (mobile app, portal)",Please add read only inventory permissions to my existing user account. Reported through support portal for the mobile application.,ACCESS,LOW
access-role-request,"Role request (partner integration, portal)",Please add read only inventory permissions to my existing user account. Reported through support portal for the partner integration.,ACCESS,LOW
access-role-request,"Role request (operations console, portal)",Please add read only inventory permissions to my existing user account. Reported through support portal for the internal operations console.,ACCESS,LOW
access-role-request,"Role request (service desk, portal)",Please add read only inventory permissions to my existing user account. Reported through support portal for the regional service desk.,ACCESS,LOW
access-role-request,"Role request (web portal, email)",Please add read only inventory permissions to my existing user account. Reported through email for the customer web portal.,ACCESS,LOW
access-role-request,"Role request (mobile app, email)",Please add read only inventory permissions to my existing user account. Reported through email for the mobile application.,ACCESS,LOW
access-role-request,"Role request (partner integration, email)",Please add read only inventory permissions to my existing user account. Reported through email for the partner integration.,ACCESS,LOW
access-role-request,"Role request (operations console, email)",Please add read only inventory permissions to my existing user account. Reported through email for the internal operations console.,ACCESS,LOW
access-role-request,"Role request (service desk, email)",Please add read only inventory permissions to my existing user account. Reported through email for the regional service desk.,ACCESS,LOW
access-role-request,"Role request (web portal, phone)",Please add read only inventory permissions to my existing user account. Reported through telephone for the customer web portal.,ACCESS,LOW
access-role-request,"Role request (mobile app, phone)",Please add read only inventory permissions to my existing user account. Reported through telephone for the mobile application.,ACCESS,LOW
access-role-request,"Role request (partner integration, phone)",Please add read only inventory permissions to my existing user account. Reported through telephone for the partner integration.,ACCESS,LOW
access-role-request,"Role request (operations console, phone)",Please add read only inventory permissions to my existing user account. Reported through telephone for the internal operations console.,ACCESS,LOW
access-role-request,"Role request (service desk, phone)",Please add read only inventory permissions to my existing user account. Reported through telephone for the regional service desk.,ACCESS,LOW
access-role-request,"Role request (web portal, chat)",Please add read only inventory permissions to my existing user account. Reported through live chat for the customer web portal.,ACCESS,LOW
access-role-request,"Role request (mobile app, chat)",Please add read only inventory permissions to my existing user account. Reported through live chat for the mobile application.,ACCESS,LOW
access-role-request,"Role request (partner integration, chat)",Please add read only inventory permissions to my existing user account. Reported through live chat for the partner integration.,ACCESS,LOW
access-role-request,"Role request (operations console, chat)",Please add read only inventory permissions to my existing user account. Reported through live chat for the internal operations console.,ACCESS,LOW
access-role-request,"Role request (service desk, chat)",Please add read only inventory permissions to my existing user account. Reported through live chat for the regional service desk.,ACCESS,LOW
access-role-request,"Role request (web portal, monitoring)",Please add read only inventory permissions to my existing user account. Reported through monitoring alert for the customer web portal.,ACCESS,LOW
access-role-request,"Role request (mobile app, monitoring)",Please add read only inventory permissions to my existing user account. Reported through monitoring alert for the mobile application.,ACCESS,LOW
access-role-request,"Role request (partner integration, monitoring)",Please add read only inventory permissions to my existing user account. Reported through monitoring alert for the partner integration.,ACCESS,LOW
access-role-request,"Role request (operations console, monitoring)",Please add read only inventory permissions to my existing user account. Reported through monitoring alert for the internal operations console.,ACCESS,LOW
access-role-request,"Role request (service desk, monitoring)",Please add read only inventory permissions to my existing user account. Reported through monitoring alert for the regional service desk.,ACCESS,LOW
access-sso-loop,"SSO login loop (web portal, portal)",Single sign on loops between the identity provider and the dashboard. Reported through support portal for the customer web portal.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (mobile app, portal)",Single sign on loops between the identity provider and the dashboard. Reported through support portal for the mobile application.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (partner integration, portal)",Single sign on loops between the identity provider and the dashboard. Reported through support portal for the partner integration.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (operations console, portal)",Single sign on loops between the identity provider and the dashboard. Reported through support portal for the internal operations console.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (service desk, portal)",Single sign on loops between the identity provider and the dashboard. Reported through support portal for the regional service desk.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (web portal, email)",Single sign on loops between the identity provider and the dashboard. Reported through email for the customer web portal.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (mobile app, email)",Single sign on loops between the identity provider and the dashboard. Reported through email for the mobile application.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (partner integration, email)",Single sign on loops between the identity provider and the dashboard. Reported through email for the partner integration.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (operations console, email)",Single sign on loops between the identity provider and the dashboard. Reported through email for the internal operations console.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (service desk, email)",Single sign on loops between the identity provider and the dashboard. Reported through email for the regional service desk.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (web portal, phone)",Single sign on loops between the identity provider and the dashboard. Reported through telephone for the customer web portal.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (mobile app, phone)",Single sign on loops between the identity provider and the dashboard. Reported through telephone for the mobile application.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (partner integration, phone)",Single sign on loops between the identity provider and the dashboard. Reported through telephone for the partner integration.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (operations console, phone)",Single sign on loops between the identity provider and the dashboard. Reported through telephone for the internal operations console.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (service desk, phone)",Single sign on loops between the identity provider and the dashboard. Reported through telephone for the regional service desk.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (web portal, chat)",Single sign on loops between the identity provider and the dashboard. Reported through live chat for the customer web portal.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (mobile app, chat)",Single sign on loops between the identity provider and the dashboard. Reported through live chat for the mobile application.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (partner integration, chat)",Single sign on loops between the identity provider and the dashboard. Reported through live chat for the partner integration.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (operations console, chat)",Single sign on loops between the identity provider and the dashboard. Reported through live chat for the internal operations console.,ACCESS,MEDIUM
access-sso-loop,"SSO login loop (service desk, chat)",Single sign on loops between the identity provider and the dashboard. Reported through live chat for the regional service desk.,ACCESS,MEDIUM
